segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
20,2026-06-14T15:51:43.092147+00:00,A,480p,700,601.07,1.16,182.81,182.81,182.81,25.5,1,0,0.0,0
21,2026-06-14T15:51:44.204396+00:00,A,480p,700,629.6,1.11,53.8,53.8,53.8,26.39,1,0,0.0,0
22,2026-06-14T15:51:45.317692+00:00,A,480p,700,628.99,1.11,2.5,2.5,2.5,27.27,1,0,0.0,0
23,2026-06-14T15:51:46.438702+00:00,A,480p,700,624.68,1.12,7.36,7.36,7.36,28.15,1,0,0.0,0
24,2026-06-14T15:51:47.850726+00:00,A,480p,700,495.88,1.41,29.78,29.78,29.78,28.74,1,0,0.0,0
25,2026-06-14T15:51:49.928544+00:00,A,480p,700,336.94,2.08,11.13,11.13,11.13,28.66,1,0,0.0,0
26,2026-06-14T15:51:51.096682+00:00,A,360p,400,342.56,1.17,73.12,73.12,73.12,29.5,1,0,0.0,0
27,2026-06-14T15:51:52.228560+00:00,A,360p,400,353.5,1.13,33.83,33.83,33.83,30.37,1,0,0.0,0
28,2026-06-14T15:51:54.756428+00:00,A,360p,400,185.05,2.16,3.52,3.52,3.52,29.84,1,0,0.0,0
29,2026-06-14T15:51:57.046269+00:00,A,240p,200,87.36,2.29,37.83,37.83,37.83,29.55,1,0,0.0,0
30,2026-06-14T15:51:59.184383+00:00,A,240p,200,93.56,2.14,4.47,4.47,4.47,29.41,1,0,0.0,0
31,2026-06-14T15:52:01.353229+00:00,A,240p,200,92.23,2.17,3.57,3.57,3.57,29.24,1,0,0.0,0
32,2026-06-14T15:52:03.503578+00:00,A,240p,200,93.03,2.15,7.86,7.86,7.86,29.09,1,0,0.0,0
33,2026-06-14T15:52:05.807428+00:00,A,240p,200,86.83,2.3,2.49,2.49,2.49,28.79,1,0,0.0,0
34,2026-06-14T15:52:08.084815+00:00,A,240p,200,87.84,2.28,75.48,75.48,75.48,28.51,1,0,0.0,0
35,2026-06-14T15:52:08.461104+00:00,A,240p,200,532.04,0.38,74.53,74.53,74.53,30.14,1,0,0.0,0
36,2026-06-14T15:52:09.188170+00:00,A,480p,700,1186.01,0.59,115.72,115.72,115.72,31.41,1,0,0.0,0
37,2026-06-14T15:52:11.824941+00:00,A,720p,1500,1224.41,1.23,215.84,215.84,215.84,30.77,1,0,0.0,0
38,2026-06-14T15:52:13.824251+00:00,A,720p,1500,1226.31,1.22,0.82,0.82,0.82,30.78,1,0,0.0,0
39,2026-06-14T15:52:15.843869+00:00,A,720p,1500,1207.85,1.24,19.3,19.3,19.3,30.76,1,0,0.0,0
40,2026-06-14T15:52:17.824375+00:00,A,720p,1500,1228.44,1.22,20.32,20.32,20.32,30.78,1,0,0.0,0
41,2026-06-14T15:52:19.797211+00:00,A,720p,1500,1257.0,1.19,7.09,7.09,7.09,30.81,1,0,0.0,0
42,2026-06-14T15:52:21.824253+00:00,A,720p,1500,1230.2,1.22,24.79,24.79,24.79,30.78,1,0,0.0,0
43,2026-06-14T15:52:23.808156+00:00,A,720p,1500,1247.99,1.2,18.6,18.6,18.6,30.8,1,0,0.0,0
44,2026-06-14T15:52:25.814347+00:00,A,720p,1500,1243.31,1.21,16.98,16.98,16.98,30.79,1,0,0.0,0
45,2026-06-14T15:52:27.811220+00:00,A,720p,1500,1247.62,1.2,14.59,14.59,14.59,30.8,1,0,0.0,0
46,2026-06-14T15:52:29.799662+00:00,A,720p,1500,1261.23,1.19,8.17,8.17,8.17,30.81,1,0,0.0,0
47,2026-06-14T15:52:31.855191+00:00,A,720p,1500,1206.41,1.24,47.72,47.72,47.72,30.76,1,0,0.0,0
48,2026-06-14T15:52:33.862088+00:00,A,720p,1500,1200.9,1.25,4.42,4.42,4.42,30.75,1,0,0.0,0
49,2026-06-14T15:52:35.857438+00:00,A,720p,1500,1206.73,1.24,4.88,4.88,4.88,30.76,1,0,0.0,0
50,2026-06-14T15:52:37.848353+00:00,A,720p,1500,1216.85,1.23,3.73,3.73,3.73,30.77,1,0,0.0,0
51,2026-06-14T15:52:39.843707+00:00,A,720p,1500,1222.69,1.23,6.54,6.54,6.54,30.77,1,0,0.0,0
52,2026-06-14T15:52:41.862823+00:00,A,720p,1500,1205.33,1.24,5.35,5.35,5.35,30.76,1,0,0.0,0
53,2026-06-14T15:52:43.852932+00:00,A,720p,1500,1216.35,1.23,11.23,11.23,11.23,30.77,1,0,0.0,0
54,2026-06-14T15:52:45.954429+00:00,A,720p,1500,1124.97,1.33,105.59,105.59,105.59,30.67,1,0,0.0,0
55,2026-06-14T15:52:47.939064+00:00,A,720p,1500,1139.12,1.32,78.71,78.71,78.71,30.68,1,0,0.0,0
56,2026-06-14T15:52:49.864019+00:00,A,720p,1500,1209.13,1.24,31.79,31.79,31.79,30.76,1,0,0.0,0
57,2026-06-14T15:52:51.849250+00:00,A,720p,1500,1225.33,1.22,5.45,5.45,5.45,30.78,1,0,0.0,0
58,2026-06-14T15:52:53.879361+00:00,A,720p,1500,1197.33,1.25,0.17,0.17,0.17,30.75,1,0,0.0,0
59,2026-06-14T15:52:55.880032+00:00,A,720p,1500,1198.03,1.25,4.21,4.21,4.21,30.75,1,0,0.0,0
60,2026-06-14T15:52:57.850432+00:00,A,720p,1500,1228.25,1.22,5.03,5.03,5.03,30.78,1,0,0.0,0
