segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
49,2026-06-01T17:45:22.262654+00:00,A,720p,1500,1061.58,1.41,62.04,62.04,62.04,28.42,1,0,0.0,0
50,2026-06-01T17:45:23.662338+00:00,A,720p,1500,1072.08,1.4,11.61,11.61,11.61,29.03,1,0,0.0,0
51,2026-06-01T17:45:25.063942+00:00,A,720p,1500,1070.61,1.4,7.35,7.35,7.35,29.62,1,0,0.0,0
52,2026-06-01T17:45:26.460566+00:00,A,720p,1500,1074.42,1.4,16.24,16.24,16.24,30.23,1,0,0.0,0
53,2026-06-01T17:45:27.847145+00:00,A,720p,1500,1082.23,1.39,6.29,6.29,6.29,30.84,1,0,0.0,0
54,2026-06-01T17:45:29.276317+00:00,A,720p,1500,1049.93,1.43,20.39,20.39,20.39,31.41,1,0,0.0,0
55,2026-06-01T17:45:30.664615+00:00,A,720p,1500,1080.87,1.39,32.97,32.97,32.97,32.03,1,0,0.0,0
56,2026-06-01T17:45:32.071740+00:00,A,720p,1500,1066.43,1.41,6.57,6.57,6.57,32.62,1,0,0.0,0
57,2026-06-01T17:45:33.467951+00:00,A,720p,1500,1074.78,1.4,7.53,7.53,7.53,33.22,1,0,0.0,0
58,2026-06-01T17:45:34.874378+00:00,A,720p,1500,1066.92,1.41,3.91,3.91,3.91,33.82,1,0,0.0,0
59,2026-06-01T17:45:36.276434+00:00,A,720p,1500,1070.23,1.4,13.1,13.1,13.1,34.42,1,0,0.0,0
60,2026-06-01T17:45:37.644436+00:00,A,720p,1500,1096.89,1.37,9.07,9.07,9.07,35.05,1,0,0.0,0
