segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
49,2026-06-01T14:31:55.567174+00:00,A,1080p,3000,1262.6,2.38,416.53,416.53,416.53,30.29,1,0,0.0,0
50,2026-06-01T14:31:57.960050+00:00,A,1080p,3000,1253.98,2.39,0.91,0.91,0.91,29.89,1,0,0.0,0
51,2026-06-01T14:31:59.115548+00:00,A,720p,1500,1298.64,1.16,468.95,468.95,468.95,30.74,1,0,0.0,0
52,2026-06-01T14:32:01.487443+00:00,A,1080p,3000,1265.08,2.37,450.44,450.44,450.44,30.37,1,0,0.0,0
53,2026-06-01T14:32:03.865249+00:00,A,1080p,3000,1261.93,2.38,23.88,23.88,23.88,29.99,1,0,0.0,0
54,2026-06-01T14:32:05.083282+00:00,A,720p,1500,1232.0,1.22,390.76,390.76,390.76,30.77,1,0,0.0,0
55,2026-06-01T14:32:07.485708+00:00,A,1080p,3000,1249.0,2.4,402.41,402.41,402.41,30.37,1,0,0.0,0
56,2026-06-01T14:32:09.870499+00:00,A,1080p,3000,1258.27,2.38,17.11,17.11,17.11,29.99,1,0,0.0,0
57,2026-06-01T14:32:11.033332+00:00,A,720p,1500,1290.51,1.16,465.67,465.67,465.67,30.82,1,0,0.0,0
58,2026-06-01T14:32:13.377444+00:00,A,1080p,3000,1280.09,2.34,427.58,427.58,427.58,30.48,1,0,0.0,0
59,2026-06-01T14:32:15.755814+00:00,A,1080p,3000,1261.69,2.38,27.06,27.06,27.06,30.1,1,0,0.0,0
60,2026-06-01T14:32:18.099557+00:00,A,1080p,3000,1280.3,2.34,39.91,39.91,39.91,29.76,1,0,0.0,0
