segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
25,2026-06-01T13:59:41.359425+00:00,A,720p,1500,307.41,4.88,12.66,12.66,12.66,25.77,1,0,0.0,0
26,2026-06-01T13:59:43.928841+00:00,A,720p,1500,583.91,2.57,53.8,53.8,53.8,25.2,1,0,0.0,0
27,2026-06-01T13:59:45.123354+00:00,A,720p,1500,1256.29,1.19,0.41,0.41,0.41,26.01,1,0,0.0,0
28,2026-06-01T13:59:46.329240+00:00,A,720p,1500,1244.4,1.21,11.47,11.47,11.47,26.8,1,0,0.0,0
29,2026-06-01T13:59:47.526413+00:00,A,720p,1500,1253.43,1.2,8.16,8.16,8.16,27.61,1,0,0.0,0
30,2026-06-01T13:59:48.717757+00:00,A,720p,1500,1259.51,1.19,7.09,7.09,7.09,28.41,1,0,0.0,0
31,2026-06-01T13:59:49.917726+00:00,A,720p,1500,1250.51,1.2,9.53,9.53,9.53,29.22,1,0,0.0,0
32,2026-06-01T13:59:51.121840+00:00,A,720p,1500,1246.09,1.2,4.57,4.57,4.57,30.01,1,0,0.0,0
33,2026-06-01T13:59:53.597284+00:00,A,1080p,3000,1212.11,2.48,481.96,481.96,481.96,29.54,1,0,0.0,0
34,2026-06-01T13:59:54.823769+00:00,A,720p,1500,1223.5,1.23,434.23,434.23,434.23,30.31,1,0,0.0,0
35,2026-06-01T13:59:57.154599+00:00,A,1080p,3000,1287.37,2.33,371.69,371.69,371.69,29.98,1,0,0.0,0
36,2026-06-01T13:59:58.359823+00:00,A,720p,1500,1245.07,1.2,412.94,412.94,412.94,30.78,1,0,0.0,0
37,2026-06-01T14:00:00.745758+00:00,A,1080p,3000,1257.65,2.39,469.32,469.32,469.32,30.39,1,0,0.0,0
38,2026-06-01T14:00:03.147560+00:00,A,1080p,3000,1249.32,2.4,19.31,19.31,19.31,29.99,1,0,0.0,0
39,2026-06-01T14:00:04.380185+00:00,A,720p,1500,1217.42,1.23,403.58,403.58,403.58,30.76,1,0,0.0,0
40,2026-06-01T14:00:06.763905+00:00,A,1080p,3000,1258.8,2.38,398.13,398.13,398.13,30.37,1,0,0.0,0
41,2026-06-01T14:00:09.148001+00:00,A,1080p,3000,1258.64,2.38,3.09,3.09,3.09,29.99,1,0,0.0,0
42,2026-06-01T14:00:10.323769+00:00,A,720p,1500,1276.37,1.18,444.13,444.13,444.13,30.81,1,0,0.0,0
43,2026-06-01T14:00:12.663671+00:00,A,1080p,3000,1282.42,2.34,392.25,392.25,392.25,30.48,1,0,0.0,0
44,2026-06-01T14:00:15.052804+00:00,A,1080p,3000,1255.94,2.39,51.34,51.34,51.34,30.09,1,0,0.0,0
45,2026-06-01T14:00:17.438417+00:00,A,1080p,3000,1257.82,2.39,2.59,2.59,2.59,29.7,1,0,0.0,0
46,2026-06-01T14:00:18.609583+00:00,A,720p,1500,1281.35,1.17,466.85,466.85,466.85,30.53,1,0,0.0,0
47,2026-06-01T14:00:20.942609+00:00,A,1080p,3000,1286.16,2.33,445.16,445.16,445.16,30.2,1,0,0.0,0
48,2026-06-01T14:00:23.339683+00:00,A,1080p,3000,1251.8,2.4,26.79,26.79,26.79,29.8,1,0,0.0,0
49,2026-06-01T14:00:24.497535+00:00,A,720p,1500,1296.07,1.16,463.51,463.51,463.51,30.64,1,0,0.0,0
50,2026-06-01T14:00:26.858905+00:00,A,1080p,3000,1270.72,2.36,456.62,456.62,456.62,30.28,1,0,0.0,0
51,2026-06-01T14:00:29.247557+00:00,A,1080p,3000,1256.21,2.39,14.32,14.32,14.32,29.9,1,0,0.0,0
52,2026-06-01T14:00:30.394426+00:00,A,720p,1500,1308.53,1.15,478.63,478.63,478.63,30.75,1,0,0.0,0
53,2026-06-01T14:00:32.766032+00:00,A,1080p,3000,1265.28,2.37,441.4,441.4,441.4,30.38,1,0,0.0,0
54,2026-06-01T14:00:35.137414+00:00,A,1080p,3000,1265.37,2.37,21.49,21.49,21.49,30.01,1,0,0.0,0
55,2026-06-01T14:00:37.525667+00:00,A,1080p,3000,1256.41,2.39,10.0,10.0,10.0,29.62,1,0,0.0,0
56,2026-06-01T14:00:39.002233+00:00,A,720p,1500,1016.25,1.48,180.01,180.01,180.01,30.14,1,0,0.0,0
57,2026-06-01T14:00:41.339705+00:00,A,1080p,3000,1283.71,2.34,140.2,140.2,140.2,29.81,1,0,0.0,0
58,2026-06-01T14:00:42.566870+00:00,A,720p,1500,1222.85,1.23,359.07,359.07,359.07,30.58,1,0,0.0,0
59,2026-06-01T14:00:44.935184+00:00,A,1080p,3000,1267.05,2.37,454.23,454.23,454.23,30.21,1,0,0.0,0
60,2026-06-01T14:00:47.311728+00:00,A,1080p,3000,1262.6,2.38,49.42,49.42,49.42,29.84,1,0,0.0,0
