segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
1,2026-06-01T13:59:17.118532+00:00,A,240p,200,1084.77,0.18,0.0,0.0,0.0,2.0,0,1,0.18,0
2,2026-06-01T13:59:17.318478+00:00,A,240p,200,1003.56,0.2,10.99,10.99,10.99,3.8,1,0,0.0,0
3,2026-06-01T13:59:17.553711+00:00,A,240p,200,851.7,0.23,42.76,42.76,42.76,5.57,1,0,0.0,0
4,2026-06-01T13:59:17.739892+00:00,A,240p,200,1076.39,0.19,54.98,54.98,54.98,7.38,1,0,0.0,0
5,2026-06-01T13:59:17.927745+00:00,A,240p,200,1067.68,0.19,5.61,5.61,5.61,9.19,1,0,0.0,0
6,2026-06-01T13:59:18.110491+00:00,A,240p,200,1097.21,0.18,2.98,2.98,2.98,11.01,1,0,0.0,0
7,2026-06-01T13:59:18.298431+00:00,A,240p,200,1066.48,0.19,6.27,6.27,6.27,12.82,1,0,0.0,0
8,2026-06-01T13:59:18.489225+00:00,A,240p,200,1050.84,0.19,4.98,4.98,4.98,14.63,1,0,0.0,0
9,2026-06-01T13:59:18.706230+00:00,A,240p,200,923.86,0.22,33.84,33.84,33.84,16.42,1,0,0.0,0
10,2026-06-01T13:59:19.047345+00:00,A,360p,400,1174.32,0.34,14.24,14.24,14.24,18.08,1,0,0.0,0
11,2026-06-01T13:59:19.371232+00:00,A,360p,400,1236.77,0.32,18.2,18.2,18.2,19.75,1,0,0.0,0
12,2026-06-01T13:59:19.738460+00:00,A,360p,400,1090.73,0.37,52.31,52.31,52.31,21.39,1,0,0.0,0
13,2026-06-01T13:59:20.314908+00:00,A,480p,700,1215.4,0.58,50.44,50.44,50.44,22.81,1,0,0.0,0
14,2026-06-01T13:59:20.895739+00:00,A,480p,700,1206.26,0.58,2.68,2.68,2.68,24.23,1,0,0.0,0
15,2026-06-01T13:59:21.450458+00:00,A,480p,700,1262.89,0.55,30.83,30.83,30.83,25.67,1,0,0.0,0
16,2026-06-01T13:59:22.641543+00:00,A,720p,1500,1259.84,1.19,221.37,221.37,221.37,26.48,1,0,0.0,0
17,2026-06-01T13:59:23.838203+00:00,A,720p,1500,1253.93,1.2,5.93,5.93,5.93,27.29,1,0,0.0,0
18,2026-06-01T13:59:25.048667+00:00,A,720p,1500,1239.74,1.21,7.89,7.89,7.89,28.08,1,0,0.0,0
19,2026-06-01T13:59:27.373061+00:00,A,720p,1500,645.47,2.32,1.21,1.21,1.21,27.75,1,0,0.0,0
20,2026-06-01T13:59:29.904528+00:00,A,720p,1500,592.66,2.53,41.42,41.42,41.42,27.22,1,0,0.0,0
21,2026-06-01T13:59:32.057158+00:00,A,720p,1500,696.99,2.15,29.92,29.92,29.92,27.07,1,0,0.0,0
22,2026-06-01T13:59:33.499798+00:00,A,720p,1500,1040.12,1.44,29.61,29.61,29.61,27.63,1,0,0.0,0
23,2026-06-01T13:59:34.985941+00:00,A,720p,1500,1009.7,1.49,43.47,43.47,43.47,28.14,1,0,0.0,0
24,2026-06-01T13:59:36.479525+00:00,A,720p,1500,1004.67,1.49,4.16,4.16,4.16,28.65,1,0,0.0,0
