segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
49,2026-06-14T14:38:27.267786+00:00,A,720p,1500,1238.14,1.21,1.54,1.54,1.54,46.73,1,0,0.0,0
50,2026-06-14T14:38:28.444128+00:00,A,720p,1500,1275.58,1.18,16.05,16.05,16.05,47.55,1,0,0.0,0
51,2026-06-14T14:38:29.673866+00:00,A,720p,1500,1220.23,1.23,24.68,24.68,24.68,48.32,1,0,0.0,0
52,2026-06-14T14:38:30.878030+00:00,A,720p,1500,1246.12,1.2,17.39,17.39,17.39,49.12,1,0,0.0,0
53,2026-06-14T14:38:32.089298+00:00,A,720p,1500,1238.81,1.21,0.54,0.54,0.54,49.91,1,0,0.0,0
54,2026-06-14T14:38:33.281695+00:00,A,720p,1500,1258.38,1.19,10.8,10.8,10.8,50.72,1,0,0.0,0
55,2026-06-14T14:38:34.502828+00:00,A,720p,1500,1228.71,1.22,20.22,20.22,20.22,51.5,1,0,0.0,0
56,2026-06-14T14:38:35.697724+00:00,A,720p,1500,1255.73,1.19,1.66,1.66,1.66,52.3,1,0,0.0,0
57,2026-06-14T14:38:36.873656+00:00,A,720p,1500,1276.09,1.18,2.93,2.93,2.93,53.13,1,0,0.0,0
58,2026-06-14T14:38:38.081589+00:00,A,720p,1500,1242.32,1.21,7.85,7.85,7.85,53.92,1,0,0.0,0
59,2026-06-14T14:38:39.287305+00:00,A,720p,1500,1244.52,1.21,4.43,4.43,4.43,54.71,1,0,0.0,0
60,2026-06-14T14:38:40.464176+00:00,A,720p,1500,1275.02,1.18,18.78,18.78,18.78,55.54,1,0,0.0,0
