segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
1,2026-06-01T17:04:39.294901+00:00,A,240p,200,512.51,0.39,0.0,0.0,0.0,2.0,0,1,0.39,0
2,2026-06-01T17:04:39.686100+00:00,A,240p,200,511.89,0.39,2.58,2.58,2.58,3.61,1,0,0.0,0
3,2026-06-01T17:04:40.079314+00:00,A,240p,200,509.19,0.39,3.87,3.87,3.87,5.22,1,0,0.0,0
4,2026-06-01T17:04:40.472281+00:00,A,240p,200,509.61,0.39,3.23,3.23,3.23,6.82,1,0,0.0,0
5,2026-06-01T17:04:40.858320+00:00,A,240p,200,518.68,0.39,6.48,6.48,6.48,8.44,1,0,0.0,0
6,2026-06-01T17:04:41.249423+00:00,A,240p,200,512.05,0.39,4.59,4.59,4.59,10.05,1,0,0.0,0
7,2026-06-01T17:04:41.639244+00:00,A,240p,200,513.95,0.39,0.48,0.48,0.48,11.66,1,0,0.0,0
8,2026-06-01T17:04:42.021354+00:00,A,240p,200,524.09,0.38,7.63,7.63,7.63,13.28,1,0,0.0,0
9,2026-06-01T17:04:42.540622+00:00,A,360p,400,771.08,0.52,32.09,32.09,32.09,14.76,1,0,0.0,0
10,2026-06-01T17:04:43.100406+00:00,A,360p,400,715.25,0.56,47.87,47.87,47.87,16.2,1,0,0.0,0
11,2026-06-01T17:04:43.608462+00:00,A,360p,400,788.12,0.51,54.98,54.98,54.98,17.69,1,0,0.0,0
12,2026-06-01T17:04:44.336075+00:00,A,480p,700,962.79,0.73,87.14,87.14,87.14,18.96,1,0,0.0,0
13,2026-06-01T17:04:45.081575+00:00,A,480p,700,939.58,0.75,12.4,12.4,12.4,20.22,1,0,0.0,0
14,2026-06-01T17:04:45.793626+00:00,A,480p,700,983.76,0.71,35.22,35.22,35.22,21.51,1,0,0.0,0
15,2026-06-01T17:04:46.516042+00:00,A,480p,700,969.7,0.72,18.11,18.11,18.11,22.79,1,0,0.0,0
16,2026-06-01T17:04:47.262526+00:00,A,480p,700,938.37,0.75,43.25,43.25,43.25,24.04,1,0,0.0,0
17,2026-06-01T17:04:48.032000+00:00,A,480p,700,910.33,0.77,38.4,38.4,38.4,25.27,1,0,0.0,0
18,2026-06-01T17:04:48.765898+00:00,A,480p,700,954.52,0.73,29.59,29.59,29.59,26.54,1,0,0.0,0
19,2026-06-01T17:04:49.491812+00:00,A,480p,700,964.9,0.73,27.52,27.52,27.52,27.81,1,0,0.0,0
20,2026-06-01T17:04:50.226951+00:00,A,480p,700,952.92,0.73,27.9,27.9,27.9,29.08,1,0,0.0,0
21,2026-06-01T17:04:50.968700+00:00,A,480p,700,944.33,0.74,1.45,1.45,1.45,30.34,1,0,0.0,0
22,2026-06-01T17:04:51.671113+00:00,A,480p,700,997.29,0.7,33.47,33.47,33.47,31.63,1,0,0.0,0
23,2026-06-01T17:04:52.430277+00:00,A,480p,700,922.67,0.76,50.56,50.56,50.56,32.88,1,0,0.0,0
24,2026-06-01T17:04:53.165602+00:00,A,480p,700,952.61,0.73,16.73,16.73,16.73,34.14,1,0,0.0,0
25,2026-06-01T17:04:53.875161+00:00,A,480p,700,987.27,0.71,28.53,28.53,28.53,35.43,1,0,0.0,0
