segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
26,2026-06-01T17:04:54.600981+00:00,A,480p,700,965.17,0.73,5.83,5.83,5.83,36.71,1,0,0.0,0
27,2026-06-01T17:04:55.333621+00:00,A,480p,700,956.25,0.73,28.09,28.09,28.09,37.97,1,0,0.0,0
28,2026-06-01T17:04:56.062612+00:00,A,480p,700,960.93,0.73,2.37,2.37,2.37,39.25,1,0,0.0,0
29,2026-06-01T17:04:56.775423+00:00,A,480p,700,982.74,0.71,21.61,21.61,21.61,40.53,1,0,0.0,0
30,2026-06-01T17:04:57.484870+00:00,A,480p,700,987.36,0.71,9.42,9.42,9.42,41.83,1,0,0.0,0
31,2026-06-01T17:04:58.207405+00:00,A,480p,700,969.34,0.72,5.71,5.71,5.71,43.1,1,0,0.0,0
32,2026-06-01T17:04:58.940884+00:00,A,480p,700,955.06,0.73,34.63,34.63,34.63,44.37,1,0,0.0,0
33,2026-06-01T17:04:59.670353+00:00,A,480p,700,960.11,0.73,10.42,10.42,10.42,45.64,1,0,0.0,0
34,2026-06-01T17:05:00.425511+00:00,A,480p,700,927.55,0.75,31.02,31.02,31.02,46.89,1,0,0.0,0
35,2026-06-01T17:05:01.178127+00:00,A,480p,700,930.78,0.75,25.71,25.71,25.71,48.13,1,0,0.0,0
36,2026-06-01T17:05:01.888368+00:00,A,480p,700,986.29,0.71,29.92,29.92,29.92,49.42,1,0,0.0,0
37,2026-06-01T17:05:02.635451+00:00,A,480p,700,937.58,0.75,49.99,49.99,49.99,50.68,1,0,0.0,0
38,2026-06-01T17:05:03.411279+00:00,A,480p,700,902.92,0.78,6.54,6.54,6.54,51.9,1,0,0.0,0
39,2026-06-01T17:05:04.139423+00:00,A,480p,700,962.02,0.73,25.15,25.15,25.15,53.17,1,0,0.0,0
40,2026-06-01T17:05:04.869297+00:00,A,480p,700,959.85,0.73,1.2,1.2,1.2,54.45,1,0,0.0,0
41,2026-06-01T17:05:05.653226+00:00,A,480p,700,893.53,0.78,36.86,36.86,36.86,55.66,1,0,0.0,0
42,2026-06-01T17:05:06.387570+00:00,A,480p,700,953.9,0.73,29.61,29.61,29.61,56.93,1,0,0.0,0
43,2026-06-01T17:05:07.075370+00:00,A,480p,700,1018.59,0.69,47.5,47.5,47.5,58.24,1,0,0.0,0
44,2026-06-01T17:05:08.437157+00:00,A,720p,1500,1101.94,1.36,278.3,278.3,278.3,58.88,1,0,0.0,0
45,2026-06-01T17:05:09.837335+00:00,A,720p,1500,1071.69,1.4,23.28,23.28,23.28,59.48,1,0,0.0,0
46,2026-06-01T17:05:11.250608+00:00,A,720p,1500,1061.76,1.41,3.03,3.03,3.03,60.07,1,0,0.0,0
47,2026-06-01T17:05:12.659353+00:00,A,720p,1500,1065.2,1.41,1.93,1.93,1.93,60.66,1,0,0.0,0
48,2026-06-01T17:05:14.040351+00:00,A,720p,1500,1086.56,1.38,15.42,15.42,15.42,61.28,1,0,0.0,0
49,2026-06-01T17:05:15.451506+00:00,A,720p,1500,1063.22,1.41,15.36,15.36,15.36,61.87,1,0,0.0,0
50,2026-06-01T17:05:16.856430+00:00,A,720p,1500,1067.97,1.4,0.62,0.62,0.62,62.46,1,0,0.0,0
51,2026-06-01T17:05:18.244923+00:00,A,720p,1500,1080.73,1.39,10.46,10.46,10.46,63.08,1,0,0.0,0
52,2026-06-01T17:05:19.636415+00:00,A,720p,1500,1078.35,1.39,9.69,9.69,9.69,63.68,1,0,0.0,0
53,2026-06-01T17:05:21.059207+00:00,A,720p,1500,1054.53,1.42,3.66,3.66,3.66,64.26,1,0,0.0,0
54,2026-06-01T17:05:22.446752+00:00,A,720p,1500,1081.44,1.39,4.08,4.08,4.08,64.88,1,0,0.0,0
55,2026-06-01T17:05:23.842699+00:00,A,720p,1500,1074.85,1.4,4.89,4.89,4.89,65.48,1,0,0.0,0
56,2026-06-01T17:05:25.234337+00:00,A,720p,1500,1078.24,1.39,8.98,8.98,8.98,66.09,1,0,0.0,0
57,2026-06-01T17:05:26.635102+00:00,A,720p,1500,1071.13,1.4,16.11,16.11,16.11,66.69,1,0,0.0,0
58,2026-06-01T17:05:28.053871+00:00,A,720p,1500,1057.58,1.42,14.09,14.09,14.09,67.27,1,0,0.0,0
59,2026-06-01T17:05:29.455710+00:00,A,720p,1500,1070.41,1.4,2.51,2.51,2.51,67.87,1,0,0.0,0
60,2026-06-01T17:05:30.857751+00:00,A,720p,1500,1070.28,1.4,4.49,4.49,4.49,68.47,1,0,0.0,0
