segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
1,2026-06-01T14:01:28.341546+00:00,A,240p,200,941.21,0.21,0.0,0.0,0.0,2.0,0,1,0.21,0
2,2026-06-01T14:01:28.548788+00:00,A,240p,200,967.47,0.21,5.7,5.7,5.7,3.79,1,0,0.0,0
3,2026-06-01T14:01:28.757731+00:00,A,240p,200,959.24,0.21,1.93,1.93,1.93,5.58,1,0,0.0,0
4,2026-06-01T14:01:28.970066+00:00,A,240p,200,943.84,0.21,3.09,3.09,3.09,7.37,1,0,0.0,0
5,2026-06-01T14:01:29.175575+00:00,A,240p,200,975.5,0.21,6.74,6.74,6.74,9.17,1,0,0.0,0
6,2026-06-01T14:01:29.385802+00:00,A,240p,200,953.48,0.21,0.77,0.77,0.77,10.96,1,0,0.0,0
7,2026-06-01T14:01:29.598126+00:00,A,240p,200,944.43,0.21,5.69,5.69,5.69,12.75,1,0,0.0,0
8,2026-06-01T14:01:29.846519+00:00,A,240p,200,806.83,0.25,0.8,0.8,0.8,14.5,1,0,0.0,0
9,2026-06-01T14:01:30.058542+00:00,A,240p,200,945.51,0.21,2.54,2.54,2.54,16.29,1,0,0.0,0
10,2026-06-01T14:01:30.486650+00:00,A,360p,400,935.37,0.43,78.9,78.9,78.9,17.86,1,0,0.0,0
11,2026-06-01T14:01:30.883260+00:00,A,360p,400,1009.75,0.4,30.9,30.9,30.9,19.46,1,0,0.0,0
12,2026-06-01T14:01:31.289922+00:00,A,360p,400,984.76,0.41,9.25,9.25,9.25,21.06,1,0,0.0,0
13,2026-06-01T14:01:31.941952+00:00,A,480p,700,1074.4,0.65,34.53,34.53,34.53,22.41,1,0,0.0,0
14,2026-06-01T14:01:32.625188+00:00,A,480p,700,1025.36,0.68,32.01,32.01,32.01,23.72,1,0,0.0,0
