segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,jitter_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
49,2026-06-01T13:56:47.541463+00:00,A,480p,700,1178.92,0.59,108.55,108.55,108.55,57.51,1,0,0.0,0
50,2026-06-01T13:56:48.141400+00:00,A,480p,700,1167.74,0.6,18.63,18.63,18.63,58.91,1,0,0.0,0
51,2026-06-01T13:56:48.714762+00:00,A,480p,700,1221.81,0.57,26.63,26.63,26.63,60.34,1,0,0.0,0
52,2026-06-01T13:56:49.340569+00:00,A,480p,700,1119.56,0.63,33.43,33.43,33.43,61.72,1,0,0.0,0
53,2026-06-01T13:56:49.944457+00:00,A,480p,700,1160.03,0.6,12.57,12.57,12.57,63.11,1,0,0.0,0
54,2026-06-01T13:56:50.552697+00:00,A,480p,700,1151.76,0.61,16.21,16.21,16.21,64.5,1,0,0.0,0
55,2026-06-01T13:56:51.140736+00:00,A,480p,700,1191.31,0.59,26.6,26.6,26.6,65.92,1,0,0.0,0
56,2026-06-01T13:56:51.765515+00:00,A,480p,700,1121.3,0.62,2.28,2.28,2.28,67.29,1,0,0.0,0
57,2026-06-01T13:56:52.450354+00:00,A,480p,700,1022.82,0.68,18.62,18.62,18.62,68.61,1,0,0.0,0
58,2026-06-01T13:56:53.044935+00:00,A,480p,700,1178.24,0.59,33.72,33.72,33.72,70.01,1,0,0.0,0
59,2026-06-01T13:56:53.670782+00:00,A,480p,700,1119.43,0.63,11.39,11.39,11.39,71.39,1,0,0.0,0
60,2026-06-01T13:56:54.350076+00:00,A,480p,700,1031.24,0.68,88.56,88.56,88.56,72.71,1,0,0.0,0
